First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Team
Sean,Male,4/25/2006,4:51 PM,108581,9.634,Human Resources
Robin,Female,10/1/2012,2:44 AM,41808,19.239,Business Development
Phillip,Male,10/7/1984,11:05 AM,36837,14.66,Marketing
Jerry,Male,3/26/1989,4:15 AM,140850,18.855,Finance
Ronald,Male,5/25/1983,10:05 AM,50426,18.536,Sales
Phillip,Male,5/15/1984,6:15 AM,134120,6.842,Human Resources
Ryan,Male,11/16/2012,1:47 PM,57292,6.01,
Karen,Female,8/29/1997,4:56 PM,80633,16.306,Legal
Bonnie,Female,8/25/2004,2:17 AM,131943,14.249,Client Services
Earl,Male,6/15/2013,3:00 AM,48046,7.737,Marketing
Katherine,Female,8/18/2013,3:58 PM,97443,13.657,Product
Matthew,Male,8/3/1995,5:39 AM,135352,7.986,Business Development
Cynthia,,11/19/1996,10:40 PM,107816,18.751,Marketing
Gerald,Male,3/29/2003,10:37 AM,96329,2.469,Engineering
Brenda,Female,1/18/2015,4:39 PM,73749,19.332,Business Development
Jason,Male,5/1/1998,6:05 PM,75607,4.299,Sales
Melissa,Female,9/8/1994,4:11 AM,98858,3.525,Human Resources
Beverly,Female,4/11/1998,2:27 PM,76485,9.212,Engineering
Terry,,9/11/1992,4:41 PM,41238,8.219,Marketing
,Male,9/5/1980,7:36 AM,114896,13.823,Client Services
Jacqueline,Female,5/25/2003,7:13 PM,125418,8.064,Distribution
Amy,Female,5/20/2009,6:26 AM,75415,19.132,Client Services
Robert,,5/25/2007,3:17 AM,90998,8.382,Finance
Ruby,Female,1/28/1980,11:08 PM,142868,6.318,Marketing
Sara,,11/18/2014,2:47 PM,135990,14.344,Distribution
Kathryn,Female,10/27/1995,3:39 PM,57300,18.015,Marketing
Lisa,Female,10/17/2003,1:42 PM,73706,18.53,Finance
Juan,Male,10/6/1993,8:52 AM,85871,9.16,Product
Anthony,Male,1/30/2014,9:04 PM,96795,14.837,Sales
David,Male,12/5/2009,8:48 AM,92242,15.407,Legal
Marilyn,Female,10/8/2007,12:32 AM,115149,11.934,Legal
Margaret,Female,1/4/2001,3:07 AM,126924,1.552,Finance
,Male,11/24/2015,3:11 AM,145329,7.1,Finance
Timothy,Male,8/25/1991,10:37 AM,92587,8.475,Finance
Brandon,Male,10/23/1995,12:04 PM,60263,2.709,Sales
Frank,Male,7/27/2013,4:32 PM,91406,5.681,Business Development
Betty,Female,11/19/2002,10:40 AM,37005,7.645,Marketing
Janice,,11/19/1991,6:02 PM,139791,16.968,Business Development
Victor,Male,3/10/2010,5:01 PM,45267,3.942,Sales
Kenneth,,2/28/1994,10:10 AM,95296,10.146,Finance
Jane,Female,4/27/2012,2:12 PM,59680,15.211,Business Development
Walter,Male,5/21/1992,12:39 AM,144701,16.323,Marketing
Christina,Female,6/23/2002,3:18 PM,35477,18.178,Human Resources
Patricia,Female,10/10/1995,4:52 PM,119266,6.911,Distribution
,Male,5/23/2001,7:52 PM,103877,6.322,Distribution
Heather,Female,7/29/1983,10:48 AM,47605,14.955,Human Resources
Stephanie,Female,6/26/1988,5:48 AM,136604,6.16,Human Resources
Alice,Female,2/9/2013,12:49 AM,121250,4.363,Finance
Frances,Female,5/16/2014,8:31 AM,35884,17.667,Sales
Elizabeth,Female,7/27/1998,11:12 AM,137144,10.081,Finance
Janice,Female,12/17/2009,6:42 AM,102697,3.283,Engineering
Donald,Male,8/1/1991,2:25 AM,61999,6.466,Product
Melissa,Female,10/22/2002,1:20 AM,45223,8.879,Legal
Carl,Male,7/7/2010,1:33 PM,54033,15.528,Business Development
Joe,Male,12/8/1998,10:28 AM,126120,1.02,
Lois,Female,12/11/2015,4:10 PM,99747,6.168,Marketing
Ann,Female,9/28/2001,6:37 AM,71958,5.272,Distribution
Todd,Male,1/4/1983,12:34 PM,115566,6.716,Client Services
Marilyn,Female,1/16/1996,7:18 AM,118369,7.696,Business Development
Shawn,Male,3/13/2008,5:36 PM,51667,6.339,Product
Ryan,Male,4/27/1999,3:41 AM,85858,19.475,Client Services
Sean,Male,3/21/2009,11:38 AM,131423,8.957,Distribution
Rose,Female,1/2/2002,9:14 PM,49538,9.828,Client Services
George,Male,6/5/2015,5:40 AM,50369,18.9,Sales
Arthur,Male,12/5/2013,8:44 AM,86615,3.412,Business Development
Irene,,2/28/1991,10:23 PM,135369,4.38,Business Development
Deborah,Female,11/11/2003,4:53 PM,60003,9.624,Client Services
,Female,8/23/2000,4:19 PM,95866,19.388,Sales
Judith,Female,3/1/2004,7:32 AM,109324,19.488,Distribution
Philip,Male,3/11/2005,10:56 AM,103557,16.014,Business Development
Jeffrey,Male,9/20/1986,6:06 AM,111376,2.673,Business Development
Theresa,Female,4/27/2001,9:17 PM,75661,1.079,Legal
Nancy,Female,9/10/2001,11:57 PM,85213,2.386,Marketing
Harold,Male,6/23/2012,12:40 PM,140444,3.771,Distribution
Bonnie,Female,12/23/2008,9:26 AM,90427,2.01,Client Services
Doris,Female,7/5/1993,5:54 PM,141439,3.799,Business Development
Samuel,Male,8/7/1997,12:40 PM,43694,3.787,Engineering
Alice,Female,3/23/1996,3:09 AM,131952,12.09,Engineering
Maria,Female,3/14/2003,5:23 PM,96250,10.056,Business Development
Aaron,,1/22/1986,7:39 PM,63126,18.424,Client Services
Mark,,9/9/2006,12:27 PM,44836,2.657,Client Services
Ralph,,7/28/1995,6:53 PM,70635,2.147,Client Services
Andrew,Male,9/28/1990,9:38 AM,137386,8.611,Distribution
William,Male,6/26/1997,8:33 AM,104840,15.653,Engineering
Lori,Female,11/20/2015,1:15 PM,75498,6.537,Marketing
Wayne,Male,9/8/2006,11:09 AM,67471,2.728,Engineering
Kenneth,Male,5/10/2006,8:24 AM,101914,1.905,Distribution
Gerald,,4/15/1989,12:44 PM,93712,17.426,Distribution
,Female,9/15/1985,1:50 AM,133472,16.941,Distribution
,Male,7/30/2012,3:07 PM,107351,5.329,Marketing
Ashley,Female,3/31/2006,1:24 PM,142410,11.048,Engineering
Scott,Male,8/20/2011,8:08 AM,37385,8.226,Business Development
Paula,Female,5/21/1983,11:42 AM,58423,10.833,Business Development
,Female,9/14/2010,5:19 AM,143638,9.662,
Teresa,Female,1/22/2013,3:17 PM,113425,11.907,Human Resources
Randy,Male,2/25/2012,5:33 AM,57266,14.077,Product
Joe,Male,1/19/1980,4:06 PM,119667,1.148,Finance
Sarah,Female,8/17/2014,11:08 PM,127118,11.176,Legal
Beverly,Female,10/17/1986,12:51 AM,80838,8.115,Engineering
Jeffrey,Male,2/3/1984,1:26 PM,70990,15.901,Sales
Gloria,Female,10/24/1987,4:43 AM,39833,9.631,Engineering
Albert,Male,9/19/1992,2:35 AM,45094,5.85,Business Development
Stephen,Male,10/29/1989,11:34 PM,93997,18.093,Business Development
Antonio,,6/18/1989,9:37 PM,103050,3.05,Legal
Jonathan,Male,8/21/2013,12:45 AM,121797,16.923,Product
Ann,Female,9/23/1994,11:15 AM,89443,17.94,Sales
Bruce,Male,5/7/1980,8:00 PM,35802,12.391,Sales
Catherine,Female,9/25/1989,1:31 AM,68164,18.393,Client Services
Louis,Male,8/16/2011,5:19 PM,93022,9.146,Human Resources
Thomas,Male,3/12/2016,3:10 PM,105681,19.572,Engineering
Louise,Female,3/27/1995,10:27 PM,43050,11.671,Distribution
Linda,Female,2/4/2010,8:49 PM,44486,17.308,Engineering
Alice,Female,9/3/1988,8:54 PM,63571,15.397,Product
Patrick,Male,12/30/2002,2:01 AM,75423,5.368,Business Development
Victor,,7/28/2006,2:49 PM,76381,11.159,Sales
Russell,Male,5/10/2013,11:08 PM,137359,11.105,Business Development
Harry,Male,8/30/2011,6:31 PM,67656,16.455,Client Services
Susan,Female,4/7/1995,10:05 PM,92436,12.467,Sales
Denise,Female,10/19/1992,5:42 AM,137954,4.195,Legal
Sarah,Female,12/4/1995,9:16 AM,124566,5.949,Product
Sean,Male,1/17/1983,2:23 PM,66146,11.178,Human Resources
Ernest,Male,7/20/2013,6:41 AM,142935,13.198,Product
Kimberly,Female,1/26/2013,12:57 AM,46233,8.862,Engineering
James,Male,1/15/1993,5:19 PM,148985,19.28,Legal
Rose,Female,4/6/1982,10:43 AM,91411,8.639,Human Resources
John,Male,12/23/1982,10:35 PM,146907,11.738,Engineering
Maria,Female,10/15/2011,4:53 PM,43455,13.04,Engineering
Stephen,,7/10/1983,8:10 PM,85668,1.909,Legal
Donna,Female,11/26/1982,7:04 AM,82871,17.999,Marketing
Gloria,Female,12/8/2014,5:08 AM,136709,10.331,Finance
Alice,Female,10/5/2004,9:34 AM,47638,11.209,Human Resources
Justin,,2/10/1991,4:58 PM,38344,3.794,Legal
Robin,Female,7/24/1987,1:35 PM,100765,10.982,Client Services
Rose,Female,8/25/2002,5:12 AM,134505,11.051,Marketing
Anthony,Male,10/16/2011,8:35 AM,112769,11.625,Finance
Tina,Female,5/15/1997,3:53 PM,56450,19.04,Engineering
George,Male,6/21/2013,5:47 PM,98874,4.479,Marketing
Henry,,11/23/2014,6:09 AM,132483,16.655,Distribution
Phillip,Male,1/31/1984,6:30 AM,42392,19.675,Finance
Russell,Male,5/20/2013,12:39 PM,96914,1.421,Product
Larry,Male,4/20/2013,4:45 PM,60500,11.985,Business Development
Albert,Male,5/15/2012,6:24 PM,129949,10.169,Sales
